uid,articles
u103398,"[322271, 324045, 323085, 323852, 322585, 472429]"
u103252,"[323839, 322432, 324370, 324010, 323530, 515593]"
u102609,"[5250, 5241, 6029, 7853, 6129, 513389]"
u104234,"[323383, 321969, 322838, 323749, 322096, 532119]"
u103920,"[323358, 323295, 323816, 323103, 324486, 472368]"
u105735,"[293835, 293715, 293687, 292887, 294378, 3477]"
u103806,"[323516, 324228, 323242, 321883, 323348, 531658]"
u103459,"[322976, 321858, 34, 32, 323644, 474065]"
u107100,"[322289, 322769, 324191, 322710, 324454, 474331]"
u105586,"[290152, 292662, 293685, 292896, 294082, 3179]"
u102893,"[7480, 6129, 5646, 7520, 6182, 487448]"
u103478,"[322904, 324703, 323975, 322559, 323135, 513449]"
u108193,"[1161, 810, 866, 2315, 841, 324235]"
u105520,"[292675, 294858, 295262, 293443, 295283, 2632]"
u101433,"[5957, 5791, 6567, 6867, 7098, 488032]"
u106610,"[322571, 324530, 323633, 323899, 324577, 2923]"
u103261,"[322314, 324759, 322167, 322210, 324501, 533618]"
u102128,"[5376, 6816, 5617, 7414, 5152, 487378]"
u104880,"[323933, 324555, 321847, 323693, 323958, 472923]"
u104088,"[322203, 323281, 322990, 324674, 323233, 473355]"
u101121,"[5599, 7498, 6173, 6412, 6616, 511541]"
u104991,"[324203, 321847, 324721, 323245, 323838, 473035]"
u103591,"[323748, 324275, 324708, 324693, 322156, 533618]"
u102905,"[6086, 7872, 7736, 6972, 6905, 512948]"
u101662,"[6616, 7680, 5542, 6411, 5768, 512863]"
u104883,"[323417, 321989, 323449, 324603, 323336, 473114]"
u105085,"[294363, 293352, 293081, 292952, 292762, 837]"
u106594,"[322646, 323790, 323661, 323231, 324130, 636]"
u103882,"[45, 323065, 324700, 324755, 324346, 473180]"
u108221,"[3073, 3234, 3459, 3036, 760, 324169]"
u105752,"[293009, 294623, 292638, 294119, 295382, 995]"
u107205,"[322620, 324350, 91, 322421, 324127, 474598]"
u104599,"[323820, 323323, 322283, 322115, 324050, 511482]"
u107674,"[322978, 321882, 321899, 322035, 322774, 471962]"
u104672,"[323027, 67, 323015, 323065, 323593, 472365]"
u107816,"[324293, 322538, 322112, 322493, 323649, 474286]"
u107861,"[323004, 324189, 322110, 322628, 323240, 470863]"
u104195,"[322893, 324397, 322490, 323492, 322520, 473978]"
u102028,"[7179, 7709, 6318, 6762, 5500, 486976]"
u105576,"[294102, 294298, 295055, 292844, 293324, 2607]"
u108978,"[744, 1054, 2166, 2361, 2093, 322088]"
u103180,"[322973, 324260, 322721, 322868, 322998, 474116]"
u101134,"[6343, 6683, 6143, 6341, 7056, 512779]"
u106646,"[323704, 323761, 323932, 324747, 324096, 2152]"
u103741,"[323309, 323893, 323643, 323089, 323573, 473912]"
u107590,"[323613, 322167, 323454, 322257, 322431, 474451]"
u106436,"[321905, 322142, 324044, 323877, 322903, 1568]"
u108274,"[885, 3232, 2498, 3218, 3568, 321892]"
u108247,"[2985, 1088, 997, 2288, 1580, 323038]"
u104005,"[323062, 323841, 323659, 46, 322586, 531251]"
u108562,"[618, 1236, 3273, 2102, 1462, 323868]"
u106879,"[324571, 323274, 322341, 321865, 323890, 2930]"
u102880,"[6767, 6435, 5070, 7128, 7651, 512909]"
u104415,"[323061, 324110, 323107, 324475, 323018, 472569]"
u101351,"[6512, 5276, 5376, 6211, 6976, 566]"
u107211,"[324346, 323397, 322221, 324174, 322348, 474930]"
u108639,"[1505, 1906, 2942, 2733, 2652, 321911]"
u106873,"[322042, 322131, 323629, 323562, 322705, 3042]"
u105106,"[293531, 292940, 293333, 7, 293563, 1268]"
u103688,"[323005, 322545, 323289, 322976, 323986, 531818]"
u103394,"[324026, 322840, 322057, 322807, 322808, 473700]"
u102624,"[6611, 6757, 6477, 7856, 5296, 488322]"
u102700,"[7366, 5852, 5533, 5733, 7643, 513394]"
u101207,"[5308, 5397, 5476, 5502, 6602, 487039]"
u104826,"[321864, 43, 324742, 324674, 323581, 513464]"
u107756,"[323209, 324549, 323957, 323469, 323953, 485]"
u105197,"[293746, 294329, 295248, 295004, 292805, 896]"
u107148,"[323267, 323811, 324585, 323215, 323649, 471051]"
u105712,"[293887, 294101, 295137, 294790, 293146, 590]"
u107573,"[323807, 323810, 323015, 322844, 38, 471472]"
u104334,"[322568, 322872, 323405, 323133, 324325, 171]"
u103175,"[322145, 324089, 324602, 324334, 323764, 472654]"
u106305,"[323367, 322139, 324189, 324162, 321912, 1665]"
u103274,"[324294, 323729, 322282, 322723, 322368, 513324]"
u101791,"[7392, 5216, 7306, 5866, 7654, 488230]"
u107900,"[324483, 322975, 324288, 324167, 322712, 470740]"
u107446,"[323620, 321954, 323877, 324482, 322304, 471555]"
u108375,"[3014, 870, 2657, 711, 2827, 324327]"
u106830,"[323855, 323533, 323386, 324149, 322001, 3280]"
u104536,"[322550, 323975, 323103, 324533, 322210, 532200]"
u105164,"[293939, 292973, 294601, 294880, 295326, 3246]"
u103371,"[324548, 322721, 323935, 324507, 322306, 531425]"
u104230,"[322304, 322617, 323542, 323458, 323991, 473400]"
u108935,"[1642, 2679, 3480, 2160, 1590, 323012]"
u101045,"[5914, 6927, 4920, 5700, 5336, 487157]"
u107425,"[323274, 323929, 322606, 324346, 322975, 471062]"
u102855,"[6640, 6341, 5186, 5359, 6244, 495237]"
u106107,"[322769, 324613, 324723, 62, 324155, 1631]"
u106122,"[324535, 324543, 323294, 323970, 322570, 3239]"
u106003,"[324387, 323946, 323761, 323010, 323733, 1609]"
u107247,"[322025, 324609, 321874, 323341, 324423, 471803]"
u108183,"[1831, 618, 816, 2599, 1971, 323923]"
u105617,"[292688, 293315, 294360, 294596, 290215, 2846]"
u103436,"[321938, 323493, 322218, 322633, 323375, 473609]"
u101826,"[6234, 5918, 7272, 5122, 5838, 511578]"
u108202,"[686, 2947, 1757, 2157, 1128, 57]"
u103260,"[322186, 324488, 322556, 324447, 323784, 472554]"
u106138,"[324638, 321913, 323333, 323531, 323577, 3471]"
u105823,"[292614, 294242, 290101, 293505, 293850, 1786]"
u105602,"[293096, 293483, 294410, 294267, 294168, 1733]"
u106289,"[322533, 322866, 324532, 323519, 324566, 1274]"
u102261,"[5021, 7338, 6782, 5302, 6108, 513109]"
u106872,"[323744, 323353, 321983, 323385, 322944, 3111]"
u107874,"[323873, 322040, 323921, 322522, 322152, 472259]"
u108288,"[978, 3272, 1261, 2051, 2680, 322337]"
u103843,"[322809, 324514, 322041, 322143, 323897, 472816]"
u108296,"[1573, 698, 588, 1085, 2695, 322834]"
u106089,"[322679, 322783, 324272, 324177, 322993, 2546]"
u102687,"[6511, 7358, 7649, 7276, 5716, 486874]"
u105166,"[293753, 293019, 293432, 294656, 293515, 1992]"
u106473,"[322370, 323290, 324561, 86, 324002, 2541]"
u103842,"[323506, 322148, 323363, 323139, 323645, 473812]"
u107668,"[322772, 323877, 323840, 324025, 322189, 474684]"
u102461,"[7845, 6526, 4946, 5000, 5330, 487622]"
u102259,"[7463, 4999, 4976, 5724, 6715, 487186]"
u105634,"[293482, 290127, 293601, 293909, 293088, 999]"
u101928,"[5725, 6957, 5140, 5245, 7655, 487189]"
u101976,"[5805, 7468, 6396, 6698, 7804, 487380]"
u104590,"[324700, 324468, 322091, 323692, 323135, 473764]"
u107681,"[324626, 322650, 324152, 323287, 323035, 472221]"
u108358,"[2757, 1600, 676, 816, 1788, 322645]"
u106006,"[324317, 322378, 324043, 321943, 322079, 1571]"
u107020,"[323206, 323037, 323260, 323158, 322690, 471830]"
u108629,"[2730, 1705, 830, 3509, 1066, 323421]"
u106429,"[323481, 322135, 322690, 322100, 323469, 3521]"
u101941,"[6428, 5121, 5496, 5361, 4926, 488207]"
u102053,"[5693, 7445, 7305, 7357, 6013, 511566]"
u103667,"[324295, 323068, 322602, 322437, 324007, 473948]"
u105040,"[293124, 293949, 292675, 295317, 294093, 2542]"
u102737,"[6294, 6802, 6499, 5770, 6473, 495228]"
u104704,"[322843, 323374, 323398, 321890, 321968, 472751]"
u103581,"[322629, 324687, 324503, 324042, 323977, 473909]"
u101416,"[5884, 5065, 7191, 6432, 7784, 487895]"
u103240,"[323208, 323213, 322451, 322078, 324273, 530515]"
u103048,"[323814, 324000, 323358, 324003, 324259, 532950]"
u103670,"[322147, 324252, 324281, 323261, 324570, 473358]"
u101075,"[6222, 7193, 5556, 7516, 7643, 512928]"
u107732,"[321878, 323353, 322195, 38, 323667, 471338]"
u106501,"[322139, 324562, 324450, 323839, 322581, 2101]"
u105044,"[295243, 295217, 295095, 294050, 295178, 2293]"
u105981,"[295234, 294167, 293224, 293568, 292919, 2643]"
u104729,"[324340, 323720, 323250, 322997, 324372, 473681]"
u104732,"[323069, 324194, 323974, 322691, 322174, 512721]"
u101984,"[7224, 7382, 7757, 6230, 6438, 495318]"
u101829,"[7621, 5783, 7840, 7641, 7037, 487873]"
u105938,"[294859, 294150, 294531, 295215, 290170, 3000]"
u104442,"[323684, 322961, 323213, 323716, 324133, 472829]"
u101666,"[5931, 7343, 6340, 7521, 6139, 495380]"
u102944,"[7745, 6365, 6830, 5567, 7714, 512760]"
u106717,"[323656, 322957, 323871, 323937, 324673, 3000]"
u103582,"[324354, 322510, 321880, 323795, 324261, 472927]"
u108519,"[738, 2614, 1156, 3135, 2220, 42]"
u107958,"[324612, 323468, 323633, 324009, 323461, 470739]"
u106079,"[323092, 323557, 324333, 322597, 324455, 1752]"
u106724,"[322563, 324645, 322448, 323644, 324520, 1680]"
u101989,"[7200, 5764, 6514, 6631, 6365, 488046]"
u105522,"[294393, 11, 294175, 292777, 294522, 977]"
u103995,"[323983, 323357, 324726, 322289, 324491, 532337]"
u103040,"[322826, 322651, 322888, 324528, 321909, 473404]"
u106831,"[323182, 323074, 323180, 324593, 322455, 668]"
u103490,"[322521, 321885, 323259, 322212, 321974, 513210]"
u102937,"[7843, 7062, 6622, 5372, 7193, 487860]"
u107041,"[322407, 323977, 323553, 324656, 322008, 474425]"
u101472,"[6523, 5331, 5396, 5658, 5846, 487255]"
u108624,"[1289, 2481, 817, 1178, 1861, 322711]"
u102436,"[7721, 5002, 6913, 5926, 5122, 495449]"
u103851,"[323998, 323998, 322819, 322809, 321899, 472553]"
u102066,"[5657, 6770, 5684, 5320, 5749, 488263]"
u108491,"[1070, 1675, 3535, 2004, 2624, 323980]"
u103307,"[324364, 103, 323430, 323466, 322140, 473179]"
u104890,"[98, 321974, 324673, 323773, 323640, 473578]"
u108777,"[1962, 2857, 2953, 2630, 1630, 324714]"
u104516,"[323415, 322280, 323385, 324079, 323392, 531748]"
u105600,"[293361, 293300, 290128, 294061, 290237, 2760]"
u105340,"[295053, 295190, 293282, 292810, 293219, 2428]"
u102546,"[6565, 7781, 5920, 6437, 7273, 486918]"
u106826,"[323047, 323693, 324190, 322582, 323063, 2321]"
u101015,"[5675, 7623, 7064, 7000, 7647, 488272]"
u106186,"[322507, 324450, 322074, 323000, 323162, 1591]"
u104254,"[323400, 322505, 324484, 324607, 322637, 532199]"
u107704,"[321858, 323395, 324635, 322768, 324579, 474954]"
u107251,"[323117, 323731, 324119, 322754, 4, 434]"
u106545,"[322042, 322353, 323097, 323996, 324371, 2267]"
u103913,"[323590, 323432, 322162, 322567, 322609, 473737]"
u102954,"[7125, 5545, 6663, 5215, 5628, 487566]"
u103284,"[323348, 323848, 322166, 324023, 324521, 515781]"
u102512,"[5239, 7441, 6502, 6274, 7401, 488224]"
u103880,"[323054, 323324, 322598, 324316, 322122, 515613]"
u106760,"[322237, 321908, 322724, 322420, 324289, 2144]"
u104269,"[322863, 321881, 323101, 322277, 324362, 472327]"
u105748,"[292742, 295265, 294248, 294250, 293164, 3130]"
u104782,"[322077, 323704, 323100, 323340, 324456, 473661]"
u105657,"[293781, 294821, 295014, 293003, 292881, 2709]"
u105950,"[293034, 292772, 293815, 294037, 294253, 2359]"
u108781,"[1345, 3525, 3076, 2891, 2054, 322645]"
u108721,"[1141, 1766, 2825, 1340, 1162, 323482]"
u102742,"[7258, 6111, 7823, 5075, 6518, 487823]"
u105048,"[293917, 293669, 292839, 294723, 293473, 1230]"
u107966,"[324639, 323036, 323351, 323184, 323023, 470532]"
u108686,"[1920, 640, 1200, 1044, 1800, 323206]"
u105742,"[294121, 295031, 295204, 295298, 294969, 3146]"
u102172,"[5009, 5744, 7185, 6078, 5788, 487667]"
u108112,"[3404, 1466, 679, 3095, 630, 322170]"
u103681,"[322960, 324097, 323555, 322134, 323376, 472406]"
u107472,"[322053, 322690, 322343, 324713, 324111, 474310]"
u101623,"[7616, 5117, 6902, 6259, 6119, 513280]"
u102949,"[5668, 5238, 5215, 4975, 6881, 487531]"
u102763,"[6314, 6085, 7761, 6525, 7181, 513445]"
u107246,"[321905, 324069, 322644, 323214, 323141, 470793]"
u102777,"[6312, 7089, 5246, 5529, 5030, 487241]"
u103474,"[322413, 322773, 323484, 324717, 323186, 473990]"
u105327,"[295118, 293080, 294529, 293600, 292632, 2536]"
u104959,"[323103, 323585, 324162, 323714, 324036, 513625]"
u107518,"[322025, 324526, 322009, 322486, 323816, 474277]"
u103906,"[324732, 324317, 322213, 323150, 323400, 513354]"
u108285,"[1486, 1568, 2263, 1217, 1118, 323492]"
u105494,"[293273, 295063, 293322, 293818, 295119, 1538]"
u103053,"[322210, 324049, 322845, 323137, 324356, 472721]"
u101307,"[7372, 7245, 6425, 6685, 5245, 488044]"
u102113,"[6308, 5762, 5422, 5582, 5869, 513002]"
u106892,"[322615, 69, 322395, 323009, 323844, 2418]"
u106655,"[323412, 323750, 79, 323300, 324032, 941]"
u105333,"[292693, 292743, 295300, 290077, 293830, 3100]"
u104540,"[323600, 324730, 324574, 323471, 324752, 531285]"
u103303,"[323851, 322877, 322063, 322551, 324429, 530486]"
u103349,"[323611, 322302, 322881, 324663, 323280, 473738]"
u102899,"[5686, 5882, 5815, 7194, 5935, 487146]"
u107218,"[322278, 322038, 323867, 323488, 322387, 542]"
u105457,"[292654, 293833, 295309, 294897, 293675, 840]"
u103164,"[324035, 323313, 323644, 322461, 323226, 530023]"
u103755,"[323300, 322145, 322428, 323539, 324326, 531981]"
u104818,"[323011, 323568, 324663, 322138, 323930, 472398]"
u103967,"[322364, 322705, 323775, 322555, 322022, 473838]"
u107911,"[324157, 323953, 323708, 323300, 322238, 474876]"
u106757,"[322460, 323145, 323500, 322126, 323991, 2836]"
u106286,"[322273, 324708, 323096, 322556, 322362, 3024]"
u102132,"[5993, 5873, 6831, 7447, 7427, 513245]"
u102306,"[4924, 5140, 7715, 5238, 5332, 487638]"
u105319,"[290223, 292998, 292737, 292686, 293639, 3008]"
u106670,"[323782, 323146, 324335, 324462, 321973, 2835]"
u102437,"[6925, 7102, 7787, 6841, 7592, 487566]"
u102548,"[6008, 6263, 5670, 4958, 5806, 495454]"
u101780,"[7216, 7512, 7592, 5262, 5395, 486926]"
u102134,"[7076, 7433, 5706, 5119, 7848, 488141]"
u105139,"[292801, 292690, 294147, 294523, 293744, 2535]"
u103583,"[322100, 324762, 324107, 322473, 323895, 473886]"
u108244,"[2620, 3557, 2797, 2751, 2096, 323284]"
u103532,"[323463, 324762, 324496, 323241, 323951, 474214]"
u106843,"[324031, 323584, 323669, 324164, 323222, 1726]"
u102071,"[5074, 7471, 7484, 5025, 5544, 488272]"
u101868,"[7614, 6910, 5344, 5182, 6114, 495328]"
u103139,"[322963, 322626, 322108, 323634, 58, 472643]"
u104777,"[321858, 324082, 322406, 323519, 324476, 472915]"
u107788,"[322939, 323941, 323126, 324236, 321987, 472148]"
u105882,"[293239, 294365, 293804, 294659, 292960, 3036]"
u106491,"[323234, 322838, 322079, 322271, 324189, 2653]"
u101200,"[5019, 5274, 5070, 7416, 5204, 488308]"
u105322,"[292848, 294360, 294948, 293838, 294068, 2622]"
u103077,"[323236, 324345, 323394, 324677, 322506, 473200]"
u103938,"[322879, 321942, 323292, 324356, 323489, 531228]"
u104958,"[323771, 322322, 323724, 322080, 322349, 473349]"
u104286,"[322647, 323085, 324251, 324474, 323548, 473109]"
u106363,"[322236, 323152, 324178, 323831, 324628, 2741]"
u106035,"[323938, 323262, 324595, 322779, 324101, 2632]"
u107236,"[323744, 324319, 324308, 322823, 322205, 471416]"
u102782,"[7293, 6836, 6194, 7151, 7581, 511606]"
u102674,"[6650, 5207, 6136, 7202, 5346, 487041]"
u102072,"[4955, 6928, 5214, 5415, 5847, 486936]"
u102341,"[6093, 6671, 4924, 7627, 5532, 512887]"
u101243,"[5626, 6331, 6577, 5907, 6230, 511529]"
u105066,"[295291, 293813, 292758, 294013, 7, 3340]"
u107960,"[323647, 324761, 323767, 322469, 324451, 474833]"
u107134,"[323864, 323633, 323895, 323391, 324051, 493]"
u102682,"[5331, 7173, 7782, 6701, 5941, 487525]"
u106996,"[322447, 321966, 324657, 322779, 322692, 1428]"
u102075,"[7781, 5698, 7871, 5451, 5870, 513163]"
u107882,"[322741, 322193, 322173, 323926, 323070, 474926]"
u104185,"[324549, 323596, 322573, 324595, 323106, 473834]"
u103546,"[322885, 322951, 323991, 322485, 323373, 531213]"
u102424,"[7641, 7840, 5949, 6103, 7355, 513255]"
u106165,"[324260, 323872, 321964, 322384, 324158, 3184]"
u104433,"[55, 323674, 323595, 322207, 322930, 532809]"
u108643,"[2869, 1221, 2023, 3265, 1525, 322221]"
u105423,"[294591, 294773, 294375, 294504, 290087, 996]"
u105473,"[293507, 293881, 292673, 292730, 294263, 3084]"
u106713,"[323436, 322581, 324061, 322024, 324750, 2233]"
u103331,"[322211, 100, 324040, 324629, 323124, 530429]"
u105811,"[294019, 294031, 293557, 293464, 290103, 788]"
u102378,"[6563, 7203, 5271, 5257, 6515, 488168]"
u101424,"[5382, 5128, 7746, 5725, 6551, 488311]"
u107124,"[323857, 324218, 322347, 105, 323373, 319]"
u106449,"[323992, 322500, 323232, 322456, 35, 3470]"
u104759,"[322855, 322174, 322204, 323031, 323868, 472377]"
u107948,"[323142, 324316, 322533, 321948, 322646, 471441]"
u103042,"[324507, 321861, 322144, 324752, 323365, 473162]"
u104013,"[323546, 322260, 323902, 322534, 323557, 473098]"
u104720,"[323831, 324282, 323828, 324352, 323121, 473703]"
u107595,"[323742, 323564, 324050, 324694, 324085, 471587]"
u103043,"[323000, 324703, 322564, 324505, 321891, 474234]"
u108716,"[1846, 2547, 2836, 2318, 2563, 323497]"
u106550,"[323934, 324632, 323147, 323778, 41, 1856]"
u102581,"[7585, 7256, 7655, 5597, 7700, 511666]"
u108858,"[1460, 2982, 2630, 3058, 708, 324236]"
u104939,"[324676, 324285, 324646, 323473, 322865, 473327]"
u105606,"[294981, 292953, 294173, 294786, 295248, 2739]"
u103457,"[323463, 322871, 324078, 323198, 324158, 473338]"
u104300,"[43, 322142, 324151, 323861, 323232, 473020]"
u104060,"[323972, 323645, 323592, 323463, 321953, 473787]"
u105923,"[293292, 293704, 294371, 290152, 292692, 1061]"
u102446,"[7018, 7267, 7788, 7505, 7692, 511501]"
u103922,"[322384, 322400, 322140, 323428, 323660, 473047]"
u102344,"[6600, 7734, 7008, 7821, 7885, 512954]"
u108442,"[1649, 1077, 1044, 1205, 1631, 322647]"
u103883,"[323577, 321906, 322191, 322441, 323357, 473468]"
u108453,"[2970, 625, 1565, 766, 1649, 324008]"
u104209,"[324390, 323269, 322798, 323201, 323166, 520377]"
u108528,"[1884, 2474, 3343, 3004, 2650, 322056]"
u108810,"[1320, 1610, 1546, 2058, 2148, 323473]"
u101430,"[6478, 5507, 5317, 6033, 7034, 487005]"
u104604,"[321882, 322152, 322447, 323456, 324291, 473613]"
u107497,"[324396, 324519, 323753, 324630, 323608, 474435]"
u101397,"[7061, 7172, 6420, 6056, 5095, 487828]"
u107856,"[323136, 324492, 322183, 323914, 322194, 471722]"
u104973,"[323816, 322372, 323600, 322220, 322999, 109]"
u108446,"[2547, 917, 3164, 1811, 1408, 322245]"
u103113,"[323917, 322193, 323937, 322359, 323817, 472603]"
u105542,"[293017, 292990, 292970, 293198, 293330, 3136]"
u108670,"[2167, 1724, 1408, 1234, 1148, 322522]"
u102577,"[6176, 6129, 5208, 5392, 7845, 488206]"
u103390,"[322447, 322313, 322637, 323944, 323325, 472855]"
u101111,"[5377, 6745, 7172, 6402, 5092, 513136]"
u101279,"[6199, 5373, 7654, 7148, 5279, 495308]"
u108266,"[3236, 2991, 2002, 1501, 2236, 321851]"
u107213,"[324667, 323526, 322545, 324485, 322685, 471624]"
u101657,"[5170, 5488, 5072, 6650, 6668, 487023]"
u107166,"[75, 324475, 323042, 324024, 324166, 470466]"
u106010,"[323116, 322604, 323550, 324355, 321962, 3244]"
u104194,"[324727, 323993, 322752, 47, 323218, 473094]"
u101363,"[5645, 7275, 6276, 5744, 6585, 513163]"
u101854,"[7728, 7716, 6975, 5675, 5754, 488220]"
u108392,"[3377, 877, 3417, 1722, 2151, 324645]"
u101141,"[7800, 7012, 4989, 6518, 5014, 487692]"
u102330,"[5449, 6325, 7877, 6471, 7189, 488287]"
u103739,"[323316, 323645, 321978, 324515, 322396, 531213]"
u107210,"[323792, 323921, 323190, 323626, 322259, 470862]"
u108679,"[2471, 1395, 2918, 2693, 1427, 323013]"
u105966,"[293686, 293481, 293365, 294153, 290047, 2157]"
u107372,"[323155, 322304, 324321, 322358, 324343, 474577]"
u106557,"[321968, 323237, 323892, 323846, 322807, 1709]"
u101320,"[6968, 5359, 7321, 7275, 6638, 488011]"
u104941,"[324075, 323762, 322170, 323964, 324507, 513766]"
u106842,"[324543, 324048, 323440, 324525, 322739, 2624]"
u106533,"[323100, 324488, 323136, 324434, 322715, 2482]"
u107996,"[324707, 323426, 323270, 323855, 323384, 474900]"
u108101,"[1704, 779, 754, 3504, 2005, 324692]"
u101534,"[7039, 7621, 5112, 7447, 5344, 488266]"
u103079,"[324109, 322713, 323457, 324435, 323576, 473468]"
u108705,"[2275, 3087, 2868, 1184, 2608, 324668]"
u102588,"[5471, 7289, 6456, 7620, 7263, 511577]"
u105556,"[294838, 294188, 293525, 294113, 294421, 1141]"
u101921,"[6779, 6977, 7893, 4937, 5840, 487375]"
u101078,"[5828, 7289, 7857, 6666, 6776, 511623]"
u108382,"[610, 1585, 3185, 1189, 2859, 321923]"
u107650,"[323020, 323710, 324659, 322812, 324371, 474418]"
u102570,"[7382, 7548, 5417, 6253, 6971, 511539]"
u105109,"[294469, 292846, 292618, 292623, 294953, 2623]"
u101715,"[7063, 6522, 7116, 6957, 5436, 512853]"
u105545,"[295385, 5, 295264, 293766, 295220, 1698]"
u106282,"[324307, 322241, 323573, 323916, 322000, 2780]"
u104330,"[323864, 323575, 323752, 324361, 322736, 513199]"
u106266,"[324541, 324282, 69, 323727, 322998, 2304]"
u108897,"[2196, 1616, 3160, 2250, 2059, 322521]"
u101245,"[7417, 6901, 7566, 5287, 6649, 512766]"
u105377,"[293995, 293896, 294863, 292864, 293095, 2592]"
